pin14,pin10,address,demolition_probability,land_ratio,land_val,building_val,land_val_change_pct,building_val_change_pct,building_age,underbuilt_ratio,violation_count_5yr,is_vacant,in_tax_sale,community_area,zone_class,property_class,char_ext_wall,is_llc_owner,nearby_demo_count_2yr,nearby_new_construction_count,years_since_renovation,renovation_investment,lot_size_sf,sale_year,sale_price,sale_price_to_assessed_ratio
21311280240000,2131128024,8222 S MARQUETTE AVE,0.9878373146057129,0.5454545454545454,3000.0,2500.0,0.0,-0.6092528915286027,130.0,0.3311111111111111,7.0,0.0,1.0,South Chicago,RS-3,2-02,Frame,0,2.0,1.0,99.0,0.0,3000.0,nan,nan,nan
13253070570000,1325307057,2642 N CALIFORNIA AVE,0.9878344535827637,0.39375,15750.0,24250.0,0.7544836805168764,-0.19595490716180372,144.0,0.3111111111111111,0.0,0.0,0.0,Logan Square,RS-3,2-02,Frame,0,8.0,15.0,99.0,0.0,3150.0,2023.0,350000.0,8.75
14191230270000,1419123027,2028 W WAVELAND AVE,0.9878204464912415,0.6087270153661889,44725.0,28748.0,1.403923676431067,-0.3982500941934944,117.0,0.7359791317309484,0.0,0.0,0.0,North Center,RS-3,2-11,Frame,1,32.0,27.0,99.0,0.0,3578.0,nan,nan,nan
20202080140000,2020208014,6433 S RACINE AVE,0.9877908229827881,0.4464438731790917,1563.0,1938.0,-0.33290653008962867,-0.5383515959980943,143.0,0.42213333333333336,6.0,0.0,1.0,Englewood,RT-4,2-11,Frame,1,8.0,3.0,14.1,0.0,3125.0,nan,nan,nan
14313030290000,1431303029,1908 N LEAVITT ST,0.987781286239624,0.3,16800.0,39200.0,0.5384615384615384,-0.041119346395636115,135.0,0.3333333333333333,0.0,0.0,0.0,Logan Square,RS-3,2-02,Masonry,1,8.0,12.0,99.0,0.0,2400.0,nan,nan,nan
14191040210000,1419104021,3934 N HAMILTON AVE,0.9877774119377136,0.5717798954810944,46500.0,34825.0,1.4038461538461537,-0.30067472589260613,118.0,0.7592592592592593,0.0,0.0,0.0,North Center,RS-3,2-11,Masonry,1,23.0,31.0,99.0,0.0,3720.0,2021.0,273000.0,3.3569013218567476
14294220230000,1429422023,1044 W MONTANA ST,0.9877728819847107,0.5679896548294041,85650.0,65145.0,1.0833333333333333,0.33420033997583304,134.0,0.1926444833625219,0.0,0.0,0.0,Lincoln Park,RT-4,2-11,Frame,1,6.0,16.0,99.0,0.0,5710.0,2019.0,1205000.0,7.990981133326702
26312180380000,2631218038,13248 S BURLEY AVE,0.9877488017082214,0.425,2975.0,4025.0,0.5390584583548887,-0.4059917355371901,135.0,0.2834733893557423,6.0,0.0,1.0,Hegewisch,RS-3,2-02,Frame,0,0.0,0.0,99.0,0.0,2975.0,nan,nan,nan
13062210140000,1306221014,6021 N NEOLA AVE,0.9877365827560425,0.5069812229176697,13689.0,13312.0,0.4403409090909091,-0.2925170068027211,99.0,0.20979020979020976,0.0,1.0,0.0,Norwood Park,RS-2,2-02,Frame,1,2.0,3.0,99.0,0.0,5940.0,nan,nan,nan
20164000150000,2016400015,342 W 59TH PL,0.9876289367675781,0.5178070364774444,2399.0,2234.0,0.0004170141784820684,-0.7149055640632976,145.0,0.582956940680518,6.0,0.0,1.0,Englewood,RS-3,2-11,Frame,0,4.0,1.0,17.9,0.0,3690.0,nan,nan,nan
